-0.61839455,-0.53615105,0,-0.7104143,-1.2341443,-1.7268388,-1.8486718,-1.7939637,-1.5785146,-1.5752017,-1.7673272,-1.889047,-2.2263405,-1.4866034,-1.9741986,-2.3925245,-2.5578187,-2.347821,-2.4583747,-2.6532555,-2.6312814,-2.7584581,-2.6694598,-2.6868317,-2.8272219,-2.9733963,-3.0127273,-3.0358262,-3.0777674,-3.0459223
-0.44804543,-0.45120496,0,-0.63822144,-1.4815981,-1.5581692,-1.8139967,-2.0998223,-1.8985609,-1.5187587,-1.4668916,-1.8820788,-1.8802482,-1.4452085,-1.9900167,-2.6000786,-2.561622,-2.4181268,-2.3987608,-2.822474,-2.8910758,-2.7850685,-2.9444342,-3.0226295,-2.8656726,-3.021892,-2.9899626,-2.9376786,-3.0324278,-3.0801044
-0.7624975,-0.34231946,0,-0.89787817,-1.084669,-1.2780055,-1.4184203,-1.5159588,-1.6350759,-1.2711374,-2.7414908,-1.6995044,-1.7407966,-2.4720328,-1.561601,-1.8387356,-1.8246768,-1.9397315,-1.8885766,-1.9133229,-1.9366227,-1.9750983,-2.016422,-2.0013273,-2.0508919,-2.0725224,-2.0811903,-2.1020281,-2.1225736,-2.1327512
-1.0548503,-0.36488828,0,-2.017863,-1.7482471,-1.8894999,-1.8436717,-1.8944839,-1.8415192,-1.581032,-1.6887759,-1.7463473,-1.7742046,-1.6872272,-1.9389122,-2.4157012,-2.1745706,-2.4638517,-2.4242344,-2.3624854,-2.4390705,-2.4492962,-2.464712,-2.3833973,-2.493157,-2.5064883,-2.527112,-2.5289953,-2.5513592,-2.5485156
-1.3498247,-0.277857,0,-1.6463292,-2.0811815,-2.5212598,-3.8339548,-2.7284591,-2.066819,-1.5275583,-2.0396426,-2.2040567,-2.4948442,-1.9131647,-2.0331686,-2.2447836,-2.1527224,-2.68643,-2.7240114,-2.5716338,-2.7178032,-2.8622994,-3.0557396,-2.8373363,-2.9990222,-3.0094268,-3.1452487,-3.1169896,-3.2604082,-3.2586596
-1.8459026,-0.5736414,-0.36667824,0,-0.8506303,-1.2723957,-1.7481159,-1.9675993,-2.328569,-2.4652045,-2.5640416,-2.6432183,-2.488964,-1.9963845,-1.5014127,-1.8604758,-2.0542164,-2.2999802,-2.2752228,-2.1156518,-1.8140881,-1.8506203,-2.2631302,-3.0318782,-2.8435073,-2.445079,-2.733591,-2.698096,-3.01912,-2.6596656
-1.47577,-0.5952426,-0.38102344,0,-0.7708892,-1.1301342,-1.4828445,-1.7354808,-1.8630717,-2.2152925,-2.3762138,-2.295192,-2.1309292,-2.324618,-1.7086076,-1.5695187,-1.7579666,-1.7686646,-1.910031,-1.9972692,-2.1514077,-1.9234314,-2.076525,-2.0316684,-2.080404,-1.9309692,-2.1022668,-1.9942505,-2.1382365,-2.3166018
-3.3916845,-0.68527037,-0.36360085,0,-0.64623183,-1.0849326,-1.866736,-1.6912638,-1.7116706,-2.0021772,-2.034101,-1.9703709,-2.2532299,-2.1167116,-1.6128703,-1.4334311,-1.716818,-2.0367653,-2.1828773,-1.8652538,-2.1354978,-1.9668547,-2.043435,-3.1009254,-2.1832023,-1.9202393,-2.0452182,-2.0933537,-2.771664,-2.2925024
-1.6062855,-0.61664075,-0.32464448,0,-0.63989425,-1.3204781,-1.7467941,-2.3655498,-1.9089952,-2.4333987,-2.2305093,-2.9286351,-2.1040416,-2.1834314,-1.5618447,-1.4746127,-2.344827,-1.9981152,-2.3247073,-2.0145788,-2.305909,-2.1148841,-2.587031,-2.040876,-2.9807558,-2.0898707,-2.0918357,-2.2480547,-2.3814366,-2.6495845
-1.6612293,-0.67802364,-0.32868898,0,-0.6720139,-1.1627383,-1.8812656,-1.7379127,-2.2263713,-2.2053812,-2.1694267,-2.246788,-2.4352763,-1.8957682,-1.6920155,-1.4624152,-2.1191952,-2.0931082,-2.4244637,-2.3814878,-2.1371577,-2.2164478,-2.2132022,-1.9416882,-3.3466942,-2.2264512,-2.0500538,-2.210843,-2.2354445,-2.5036306
-2.4780304,-0.7289072,-0.36737537,0,-0.6993747,-1.1362416,-2.3068209,-1.9252276,-2.834189,-2.2727072,-2.315808,-2.2732372,-2.4128194,-2.267224,-1.7501019,-1.5012984,-1.8117185,-1.8907397,-2.9390097,-2.6246917,-2.196606,-2.067957,-2.1898706,-1.8639245,-2.8688464,-2.5322251,-2.0029936,-2.1919775,-2.573374,-2.1819193
-2.1522188,-0.7599168,-0.3637976,0,-0.69340724,-1.2045586,-1.9236714,-1.8892789,-2.2968614,-2.7305489,-3.012086,-2.7238274,-2.4403229,-2.2425768,-1.7006215,-1.5001129,-1.7714837,-1.9209588,-2.3125637,-2.3021803,-2.384508,-1.9811931,-2.1180172,-1.8959663,-2.6610718,-2.3411467,-2.107919,-2.038662,-2.345469,-2.3071666
-2.5266495,-0.74839425,-0.36184728,0,-0.6785581,-1.1743578,-1.7975513,-1.8624766,-2.3203053,-2.4503808,-3.290591,-2.5908146,-2.2906084,-2.139545,-1.677823,-1.4877855,-1.7296596,-1.880582,-2.0695515,-2.8337255,-2.1504717,-1.7855773,-2.2849686,-1.7699755,-2.2744582,-2.19533,-2.0231512,-1.9502581,-2.3213217,-2.138874
-2.2216055,-0.74605703,-0.365339,0,-0.66902006,-1.1733124,-1.7467859,-1.9375695,-2.5947099,-2.8554552,-2.4013274,-2.2865398,-2.3415425,-2.31577,-1.6850524,-1.4945898,-1.7238345,-1.9574137,-2.2499213,-2.4940526,-2.044263,-1.714966,-2.2317228,-1.7249173,-2.2425723,-2.2407596,-2.031174,-1.9483798,-2.2873805,-2.0947626
-1.5802262,-0.67874956,-0.33495224,0,-0.70938325,-1.1434922,-1.6847363,-2.03063,-2.5669365,-2.925322,-2.3293967,-2.5055368,-2.3494747,-2.3313146,-1.7667376,-1.5058311,-1.9198445,-1.8171936,-2.717843,-2.227808,-2.5482595,-1.7596426,-1.8288938,-1.7533023,-2.1537428,-2.0030487,-2.137256,-2.0290468,-2.0952313,-2.3258793
-1.8868879,-0.70024353,-0.33775705,0,-0.7287052,-1.147921,-1.653193,-2.280676,-2.2926953,-2.3513176,-2.5449245,-2.418294,-2.2648506,-2.7780275,-1.7512457,-1.5867624,-1.880016,-1.8633512,-2.136901,-2.5536962,-2.4566317,-1.798335,-1.8103448,-1.9167932,-2.053039,-2.0603726,-1.916188,-2.1962504,-1.9581182,-2.231746
-2.391722,-0.6499526,-0.28366175,0,-0.7361355,-1.0900137,-1.7778578,-2.4791048,-2.222577,-2.4239345,-2.2223048,-2.7563548,-2.353481,-2.3429096,-1.6228745,-1.6518247,-1.7806442,-1.9739532,-2.2010114,-2.4558,-2.1064305,-1.77173,-1.828815,-1.9412134,-2.3011036,-1.9660318,-1.9372911,-2.3510017,-1.9045401,-2.4696333
-2.7074132,-0.6681764,-0.28799963,0,-0.7176472,-1.1398203,-1.6918561,-2.3055708,-2.1661994,-2.3650284,-2.3537831,-2.8053365,-2.2331862,-2.36218,-1.6962613,-1.6129218,-1.8099726,-2.1121163,-2.3520558,-2.0693257,-2.0360262,-1.8664953,-1.8057753,-1.9128907,-2.2158148,-1.9122087,-2.0227704,-2.3047454,-1.8536403,-2.4973025
-1.9084973,-0.69296366,-0.2932388,0,-0.65282446,-1.1235983,-1.6473444,-2.1693888,-2.078561,-2.2830274,-2.3124497,-2.4297838,-2.2773023,-2.8521216,-1.8354108,-1.7398522,-1.697746,-1.9296341,-2.3341768,-2.18965,-2.2592373,-2.2263007,-1.8360558,-1.8575287,-2.2039073,-2.253808,-1.9412987,-2.0772493,-2.1075313,-2.010708
-2.2112956,-0.7409608,-0.28746024,0,-0.6500386,-1.094193,-1.5916239,-2.276498,-1.9268454,-2.5345228,-2.733467,-2.4594185,-2.0835495,-3.0301373,-1.8380857,-1.7337658,-1.6958886,-1.9372565,-2.5178645,-2.1373804,-2.1296086,-2.1053166,-1.7851586,-1.8257034,-2.1322854,-2.2161875,-1.8493629,-1.9310603,-2.3998284,-1.9741932
-2.0199652,-0.69624174,-0.27335975,0,-0.6412295,-1.1588192,-1.8005798,-1.9111481,-2.1969383,-2.3394597,-2.5821602,-2.262542,-2.4297643,-2.3770475,-1.967458,-1.8151939,-1.7399094,-2.0057375,-2.2431118,-2.103657,-2.172032,-2.0276988,-1.7895873,-1.8791895,-1.9719253,-2.3580344,-2.0508778,-2.0029094,-2.1439126,-1.9713795
-1.891818,-0.7231502,-0.27430397,0,-0.6185435,-1.1621811,-1.6196456,-1.9995711,-2.0691376,-2.7505672,-2.4345922,-2.4815958,-2.3520598,-2.6529253,-1.8498001,-1.9018505,-1.7910309,-1.9635141,-2.2638884,-2.1439888,-2.5006838,-1.9601464,-1.6655693,-2.1234071,-1.852488,-2.6938295,-2.0057561,-2.0378067,-2.113237,-2.196263
-2.4166238,-0.77452815,-0.30909964,0,-0.6220735,-1.142606,-1.7393801,-2.124502,-1.8964492,-2.384839,-2.5383518,-2.6190016,-2.2698839,-2.4996228,-1.8745487,-1.8998065,-1.8310741,-1.8951548,-2.2806022,-2.2307444,-2.3535285,-1.977977,-1.6524178,-2.1290953,-1.8626277,-2.511311,-2.0886333,-2.0300999,-2.108762,-2.1953874
-2.1577253,-0.74285626,-0.3265923,0,-0.6169833,-1.1309104,-1.6890445,-2.2547998,-2.1211684,-2.6785014,-2.6397464,-2.5051587,-2.4270647,-3.1095397,-1.9571912,-1.8103427,-1.9226615,-1.8333889,-2.1792526,-2.3012044,-2.8308592,-2.0882187,-1.6459277,-2.3257382,-1.802457,-2.090158,-2.1747017,-2.2150354,-1.9834311,-2.2200632
-2.1705973,-0.7613196,-0.33543292,0,-0.63644725,-1.1289012,-1.7363412,-2.0771158,-2.0480797,-2.674401,-2.5745757,-2.4115698,-2.337717,-2.2593806,-1.7902557,-1.7089036,-1.8766289,-1.9351556,-2.0233123,-2.0923712,-2.3571472,-1.9592379,-1.6508888,-2.5389638,-1.8360124,-2.116354,-2.177777,-2.2072246,-1.9776887,-2.2692852
-2.4991093,-0.7760896,-0.3359866,0,-0.62821984,-1.1213249,-1.7240705,-2.2061884,-2.0795674,-2.554974,-2.3529136,-2.1601007,-2.2866428,-2.4689512,-1.7214822,-1.6108662,-1.7058336,-1.7430946,-1.9919971,-2.4821656,-2.5614195,-1.9641873,-1.7057822,-2.6800442,-1.8750215,-2.2028298,-2.2861233,-2.398285,-2.0688717,-2.4316516
-2.4855056,-0.7754044,-0.33643556,0,-0.62420046,-1.1407831,-1.8169435,-2.0922189,-2.2865257,-2.5382304,-2.3545654,-2.1615312,-2.595901,-2.3171566,-1.8542095,-1.5606817,-1.5823585,-1.6580285,-2.2520564,-2.29298,-2.95542,-2.1510746,-1.8057961,-2.5662732,-1.7969086,-2.2028246,-2.3096998,-2.3735383,-2.1863904,-2.3465536
-2.9256573,-0.77702427,-0.336229,0,-0.6237181,-1.1341265,-1.8204396,-2.0263927,-2.3858705,-2.8244903,-2.2103646,-2.3570437,-2.2948155,-2.313317,-1.9232546,-1.5605422,-1.5452367,-1.6727781,-2.1571698,-2.3996248,-2.5432305,-2.28686,-1.8839155,-2.564417,-1.8576049,-2.0854192,-2.5136628,-2.4451296,-2.1525638,-2.3555691
-2.0528502,-0.80338144,-0.3546707,0,-0.6244416,-1.1250354,-1.8866464,-2.0554593,-2.2291172,-2.6102238,-2.295378,-2.2572005,-2.461127,-2.4313295,-1.871569,-1.6068882,-1.5148956,-1.7038177,-2.145967,-2.23957,-2.606747,-2.3015623,-1.9083258,-2.631637,-1.8954519,-2.1123617,-2.3457873,-2.6449928,-2.117478,-2.3143327
-2.9549859,-0.77784747,-0.36369503,0,-0.628359,-1.1187466,-1.8648131,-2.0765574,-2.192606,-2.667369,-2.186528,-2.2319849,-2.4589713,-2.3442225,-1.8544304,-1.657986,-1.4844165,-1.7499645,-2.3954785,-2.313543,-2.5205162,-2.129757,-2.0463493,-2.2871995,-1.8774043,-2.3297267,-2.428244,-2.3589842,-2.111464,-2.3707201
-1.7545619,-0.7363006,-0.3562725,0,-0.62881243,-1.080545,-1.7038836,-1.9379799,-2.110465,-3.0914087,-2.2970526,-2.274609,-2.42979,-2.3452206,-1.8578045,-1.6058514,-1.4472153,-1.7648442,-2.1937191,-2.1835594,-2.3403895,-2.0142238,-1.9685361,-2.3004086,-1.9163957,-2.3010583,-2.5020533,-2.4067116,-2.0943763,-2.2211578
-1.973486,-0.724746,-0.3631281,0,-0.61028963,-1.1058704,-1.8417634,-2.0722847,-2.0489058,-3.1620107,-2.2764652,-2.2729862,-2.634068,-2.309895,-1.7770332,-1.575531,-1.4220833,-1.7135856,-2.3815713,-2.2744012,-2.3044846,-2.0795982,-2.085589,-2.7433643,-2.0791512,-2.228217,-2.2972634,-2.2076752,-1.9910035,-2.183784
-2.2240613,-0.7086866,-0.35440078,0,-0.6190137,-1.1048247,-1.8547237,-1.9922466,-2.209177,-2.6255996,-2.320749,-2.3489947,-2.6419075,-2.3916712,-1.7839035,-1.5455052,-1.4388939,-1.8177769,-2.0565333,-2.314664,-2.2683575,-1.9827111,-2.1005561,-2.6790483,-2.1307464,-2.1510136,-2.2225761,-2.2572873,-2.0601418,-2.0990427
-3.395939,-0.7000221,-0.35330632,0,-0.6083288,-1.1081808,-1.8325584,-1.9418222,-2.3047752,-2.6100485,-2.2322288,-2.4818935,-2.3926911,-2.1624875,-1.873186,-1.4891095,-1.4351562,-1.9200197,-2.0234926,-2.382855,-2.3351157,-1.9164184,-2.2339015,-2.3887694,-2.1383307,-2.0717325,-2.183695,-2.3174636,-2.0461504,-2.0942397
-2.0355928,-0.7235979,-0.37229812,0,-0.6146702,-1.0953518,-1.8966076,-2.077662,-2.156456,-2.4924467,-2.2497969,-2.3561192,-2.6718702,-2.344192,-1.8049904,-1.5303966,-1.4045715,-1.9713513,-2.0222301,-2.3126147,-2.453186,-1.8888133,-2.274317,-2.2694805,-2.304415,-2.1619208,-2.1044047,-2.3317754,-1.9959277,-2.1462321
-2.1968596,-0.71624464,-0.3782387,0,-0.62154317,-1.100113,-1.7719012,-1.9508996,-2.2024238,-2.5756612,-2.3336494,-2.3294578,-2.7672496,-2.3502843,-1.8536177,-1.5503536,-1.3908598,-1.9818611,-2.045134,-2.4529533,-2.515796,-1.9515142,-2.0679395,-2.0902646,-2.7261481,-2.3554459,-2.016427,-2.292407,-2.095764,-2.2945876
-1.8405968,-0.7439278,-0.37274176,0,-0.6206068,-1.1575017,-1.8048832,-2.1956356,-2.3859496,-2.361109,-2.0653112,-2.0421102,-2.0775807,-2.3150487,-2.1293733,-1.6707709,-1.3648282,-1.7809136,-1.8554957,-2.156846,-2.4783754,-2.0560293,-1.9836185,-2.3339481,-2.1959789,-2.2327445,-2.0278654,-2.2741294,-2.148703,-2.093799
-2.067458,-0.78437996,-0.3523358,0,-0.64733434,-1.1181405,-1.6852722,-1.9362192,-2.441246,-2.4137325,-2.1527283,-2.3997009,-2.5749934,-2.0758672,-1.8669364,-1.6268439,-1.3500719,-1.7910545,-2.012845,-2.5907934,-2.547177,-1.8306646,-1.8185462,-2.0824864,-1.9506493,-2.1134396,-2.1240969,-2.230125,-2.318575,-2.219384
-2.8519683,-0.77199775,-0.35640356,0,-0.61284477,-1.179138,-1.7087449,-2.1644564,-2.0532494,-2.8794053,-2.0895789,-2.5601065,-2.1538453,-2.7223291,-1.6820214,-1.5559568,-1.3762753,-1.9238285,-1.9643111,-2.6327238,-2.3541336,-1.7839688,-1.7698784,-2.3701227,-1.9961543,-2.05494,-2.1859386,-2.1790988,-2.3732803,-2.2296283
-1.8823717,-0.79530704,-0.35629842,0,-0.62240577,-1.1555144,-1.7058235,-2.0909705,-2.1379092,-2.9694545,-2.249895,-2.2012005,-2.4340286,-2.1324804,-1.816616,-1.4813108,-1.3853279,-2.0708988,-1.8767781,-2.7910748,-2.5949142,-1.8270855,-1.7421091,-2.3304932,-2.0652857,-2.0153575,-2.1816251,-2.3151095,-2.2201383,-2.2875361
-1.8529121,-0.7971372,-0.36006474,0,-0.6261648,-1.1900651,-1.6157639,-2.135874,-2.176194,-2.7171888,-2.3111596,-2.1932085,-2.4004204,-2.3107338,-1.8827542,-1.4695892,-1.3825382,-1.9571983,-1.9909638,-2.5490174,-2.2840643,-1.9439269,-1.6816766,-2.529858,-1.999642,-2.0688808,-2.126945,-2.3864489,-2.2435477,-2.258439
-1.6034639,-0.7613307,-0.37597197,0,-0.6633633,-1.2179939,-1.4953612,-1.8700861,-2.0009556,-2.3106995,-2.2004075,-2.1186407,-2.313489,-2.164825,-1.8382188,-1.509038,-1.3692608,-1.8643022,-2.0737493,-2.9544404,-2.271654,-1.9719896,-1.6843007,-2.2586842,-2.0678813,-2.1567655,-2.1147246,-2.402907,-2.194311,-2.2333941
-2.165131,-0.81326747,-0.3826973,0,-0.62420833,-1.2497115,-1.5305932,-2.0766785,-2.1710346,-3.1171827,-2.478203,-2.3054729,-2.396669,-2.315431,-1.9833877,-1.5308993,-1.3332677,-2.0006263,-2.0764997,-2.4055166,-2.3398876,-1.9479399,-1.6301304,-2.2426312,-1.982305,-2.1056283,-2.0797594,-2.406408,-2.331578,-2.7060485
-2.4109197,-0.8077882,-0.38583553,0,-0.61644876,-1.2393903,-1.510309,-2.338991,-2.3468156,-2.4382527,-2.2986755,-2.3843515,-2.4114976,-2.2271223,-2.0630105,-1.5698061,-1.35448,-2.1365614,-2.1813655,-2.455534,-2.2945378,-1.9752176,-1.6514771,-2.3575282,-2.0131536,-2.1141286,-2.0925214,-2.4884038,-2.3732126,-2.6013494
-3.2311082,-0.80252844,-0.3918918,0,-0.58208907,-1.2759475,-1.6374938,-2.1547723,-2.1577637,-3.1564643,-2.2722573,-2.2685652,-2.310534,-2.3590999,-1.8575929,-1.5599027,-1.3666533,-2.514106,-2.1397393,-2.3638678,-2.2101116,-1.9890394,-1.6822984,-2.316781,-2.0095894,-2.0713875,-2.1049552,-2.6045747,-2.4318306,-2.433114
-2.264187,-0.8062078,-0.3890889,0,-0.5835635,-1.2687938,-1.614346,-1.9681281,-2.3917737,-2.7240083,-2.3192947,-2.1881204,-2.5259519,-2.3105743,-1.8729017,-1.5021173,-1.4137452,-2.1777265,-2.244367,-2.256252,-2.414238,-1.9352993,-1.6627165,-2.5576947,-1.9516217,-2.1256459,-2.070467,-2.7707238,-2.3234289,-2.6196303
